"","N_Accesion","gi","Title","Serotype","Genotype","Gene","Size_sequence","Country","Location","Year","Month","lat_country","lon_country","locationtype_country","formatted_country","lat_location","lon_location","locationtype_location","formatted_location","Comments"
"7138","JX079691",388548539,"Dengue_virus_2_isolate_DENV_2_NI_BID_V3251_2007_partial_genome","DENV_2",NA,"Partial_Genome",10475,"Nicaragua","Managua",2007,NA,12.865416,-85.207229,"APPROXIMATE","Nicaragua",12.1149926,-86.2361744,"APPROXIMATE","Managua, Nicaragua","Nicaragua_Managua_serum_2007_cohort_population_Hospital"
"7139","JX079690",388548537,"Dengue_virus_2_isolate_DENV_2_NI_BID_V3232_2007_complete_genome","DENV_2",NA,"Complete_Genome",10342,"Nicaragua","Managua",2007,NA,12.865416,-85.207229,"APPROXIMATE","Nicaragua",12.1149926,-86.2361744,"APPROXIMATE","Managua, Nicaragua","Nicaragua_Managua_whole_blood_2007_cohort_population_Hospital"
"7140","JX079689",388548535,"Dengue_virus_2_isolate_DENV_2_NI_BID_V3226_2008_partial_genome","DENV_2",NA,"Partial_Genome",6218,"Nicaragua","Managua",2008,NA,12.865416,-85.207229,"APPROXIMATE","Nicaragua",12.1149926,-86.2361744,"APPROXIMATE","Managua, Nicaragua","Nicaragua_Managua_serum_2008_cohort_population_Hospital"
"7141","JX079688",388548533,"Dengue_virus_2_isolate_DENV_2_NI_BID_V3152_2008_complete_genome","DENV_2",NA,"Complete_Genome",10477,"Nicaragua","Ciudad Sandino",2008,NA,12.865416,-85.207229,"APPROXIMATE","Nicaragua",12.1564921,-86.3528838,"APPROXIMATE","Ciudad Sandino, Nicaragua","Nicaragua_Ciudad_Sandino_serum_2008_cohort_population_Hospital"
"7142","JX079687",388548531,"Dengue_virus_2_isolate_DENV_2_NI_BID_V3148_2007_partial_genome","DENV_2",NA,"Partial_Genome",8668,"Nicaragua","Managua",2007,NA,12.865416,-85.207229,"APPROXIMATE","Nicaragua",12.1149926,-86.2361744,"APPROXIMATE","Managua, Nicaragua","Nicaragua_Managua_serum_2007_cohort_population_Hospital"
"7143","JX079686",388548529,"Dengue_virus_2_isolate_DENV_2_NI_BID_V2595_2006_partial_genome","DENV_2",NA,"Partial_Genome",4343,"Nicaragua","Managua",2006,NA,12.865416,-85.207229,"APPROXIMATE","Nicaragua",12.1149926,-86.2361744,"APPROXIMATE","Managua, Nicaragua","Nicaragua_Managua_serum_2006_cohort_population_Hospital"
"7144","JF357907",325421986,"Dengue_virus_2_isolate_DENV_2_NI_BID_V4650_2007_complete_genome","DENV_2",NA,"Complete_Genome",10477,"Nicaragua","Managua",2007,NA,12.865416,-85.207229,"APPROXIMATE","Nicaragua",12.1149926,-86.2361744,"APPROXIMATE","Managua, Nicaragua","Nicaragua_Managua_serum_2007_cohort_population_Hospital"
"7145","JF357906",325421970,"Dengue_virus_2_isolate_DENV_2_NI_BID_V3227_2008_complete_genome","DENV_2",NA,"Complete_Genome",10783,"Nicaragua","Managua",2008,NA,12.865416,-85.207229,"APPROXIMATE","Nicaragua",12.1149926,-86.2361744,"APPROXIMATE","Managua, Nicaragua","Nicaragua_Managua_serum_2008_cohort_population_Hospital"
"7146","JF357905",325421942,"Dengue_virus_2_isolate_DENV_2_NI_BID_V2605_2007_complete_genome","DENV_2",NA,"Complete_Genome",10669,"Nicaragua","Managua",2007,NA,12.865416,-85.207229,"APPROXIMATE","Nicaragua",12.1149926,-86.2361744,"APPROXIMATE","Managua, Nicaragua","Nicaragua_Managua_serum_2007_cohort_population_Hospital"
"7147","HQ541805",325420351,"Dengue_virus_2_isolate_DENV_2_NI_BID_V3241_2005_partial_genome","DENV_2",NA,"Partial_Genome",10140,"Nicaragua","Managua",2005,NA,12.865416,-85.207229,"APPROXIMATE","Nicaragua",12.1149926,-86.2361744,"APPROXIMATE","Managua, Nicaragua","Nicaragua_Managua_serum_2005_cohort_population_Hospital"
"7148","HQ733861",316983490,"Dengue_virus_2_isolate_DENV_2_NI_BID_V2599_2006_complete_genome","DENV_2",NA,"Complete_Genome",10731,"Nicaragua","Managua",2006,NA,12.865416,-85.207229,"APPROXIMATE","Nicaragua",12.1149926,-86.2361744,"APPROXIMATE","Managua, Nicaragua","Nicaragua_Managua_serum_2006_cohort_population_Hospital"
"7149","HQ634199",316983448,"Dengue_virus_2_isolate_DENV_2_NI_BID_V3143_2007_complete_genome","DENV_2",NA,"Complete_Genome",10479,"Nicaragua","Managua",2007,NA,12.865416,-85.207229,"APPROXIMATE","Nicaragua",12.1149926,-86.2361744,"APPROXIMATE","Managua, Nicaragua","Nicaragua_Managua_serum_2007_cohort_population_Hospital"
"7150","HQ541801",316983438,"Dengue_virus_2_isolate_DENV_2_NI_BID_V4644_2005_partial_genome","DENV_2",NA,"Partial_Genome",9994,"Nicaragua","Managua",2005,NA,12.865416,-85.207229,"APPROXIMATE","Nicaragua",12.1149926,-86.2361744,"APPROXIMATE","Managua, Nicaragua","Nicaragua_Managua_serum_2005_cohort_population_Hospital"
"7151","HQ541794",316983428,"Dengue_virus_2_isolate_DENV_2_NI_BID_V4639_2005_complete_genome","DENV_2",NA,"Complete_Genome",10476,"Nicaragua","Managua",2005,NA,12.865416,-85.207229,"APPROXIMATE","Nicaragua",12.1149926,-86.2361744,"APPROXIMATE","Managua, Nicaragua","Nicaragua_Managua_serum_2005_cohort_population_Hospital"
"7152","HQ541793",316983426,"Dengue_virus_2_isolate_DENV_2_NI_BID_V4636_2005_complete_genome","DENV_2",NA,"Complete_Genome",10485,"Nicaragua","Managua",2005,NA,12.865416,-85.207229,"APPROXIMATE","Nicaragua",12.1149926,-86.2361744,"APPROXIMATE","Managua, Nicaragua","Nicaragua_Managua_serum_2005_cohort_population_Hospital"
"7153","HQ541792",316983424,"Dengue_virus_2_isolate_DENV_2_NI_BID_V3223_2008_complete_genome","DENV_2",NA,"Complete_Genome",10477,"Nicaragua","Managua",2008,NA,12.865416,-85.207229,"APPROXIMATE","Nicaragua",12.1149926,-86.2361744,"APPROXIMATE","Managua, Nicaragua","Nicaragua_Managua_serum_2008_cohort_population_Hospital"
"7154","HQ541788",316983416,"Dengue_virus_2_isolate_DENV_2_NI_BID_V3149_2007_complete_genome","DENV_2",NA,"Complete_Genome",10487,"Nicaragua","Managua",2007,NA,12.865416,-85.207229,"APPROXIMATE","Nicaragua",12.1149926,-86.2361744,"APPROXIMATE","Managua, Nicaragua","Nicaragua_Managua_serum_2007_cohort_population_Hospital"
"7155","HQ541787",316983414,"Dengue_virus_2_isolate_DENV_2_NI_BID_V3136_2007_complete_genome","DENV_2",NA,"Complete_Genome",10498,"Nicaragua","Managua",2007,NA,12.865416,-85.207229,"APPROXIMATE","Nicaragua",12.1149926,-86.2361744,"APPROXIMATE","Managua, Nicaragua","Nicaragua_Managua_serum_2007_cohort_population_Hospital"
"7156","HQ541786",316983412,"Dengue_virus_2_isolate_DENV_2_NI_BID_V2596_2006_complete_genome","DENV_2",NA,"Complete_Genome",10694,"Nicaragua","Managua",2006,NA,12.865416,-85.207229,"APPROXIMATE","Nicaragua",12.1149926,-86.2361744,"APPROXIMATE","Managua, Nicaragua","Nicaragua_Managua_serum_2006_cohort_population_Hospital"
"7157","JX402215",397881247,"Dengue_virus_2_strain_PR_DB097_2010_envelope_glycoprotein_gene_partial_cds","DENV_2",NA,"E",1485,"Puerto Rico",NA,2010,NA,18.220833,-66.590149,"APPROXIMATE","Puerto Rico",NA,NA,NA,NA,"C6_36_cells_Puerto_Rico_serum_2010_Juan_F._Medina"
"7158","JX402214",397881245,"Dengue_virus_2_strain_PR_DB096_2010_envelope_glycoprotein_gene_partial_cds","DENV_2",NA,"E",1485,"Puerto Rico",NA,2010,NA,18.220833,-66.590149,"APPROXIMATE","Puerto Rico",NA,NA,NA,NA,"C6_36_cells_Puerto_Rico_serum_2010_Juan_F._Medina"
"7159","JX402213",397881243,"Dengue_virus_1_strain_PR_DB095_2010_envelope_glycoprotein_gene_partial_cds","DENV_1",NA,"E",1485,"Puerto Rico",NA,2010,NA,18.220833,-66.590149,"APPROXIMATE","Puerto Rico",NA,NA,NA,NA,"C6_36_cells_Puerto_Rico_serum_2010_Juan_F._Medina"
"7160","JX402212",397881241,"Dengue_virus_1_strain_PR_DB094_2010_envelope_glycoprotein_gene_partial_cds","DENV_1",NA,"E",1485,"Puerto Rico",NA,2010,NA,18.220833,-66.590149,"APPROXIMATE","Puerto Rico",NA,NA,NA,NA,"C6_36_cells_Puerto_Rico_serum_2010_Juan_F._Medina"
"7161","JX402211",397881239,"Dengue_virus_1_strain_PR_DB093_2010_envelope_glycoprotein_gene_partial_cds","DENV_1",NA,"E",1485,"Puerto Rico",NA,2010,NA,18.220833,-66.590149,"APPROXIMATE","Puerto Rico",NA,NA,NA,NA,"C6_36_cells_Puerto_Rico_serum_2010_Juan_F._Medina"
"7162","JX402210",397881237,"Dengue_virus_1_strain_PR_DB092_2010_envelope_glycoprotein_gene_partial_cds","DENV_1",NA,"E",1485,"Puerto Rico",NA,2010,NA,18.220833,-66.590149,"APPROXIMATE","Puerto Rico",NA,NA,NA,NA,"C6_36_cells_Puerto_Rico_serum_2010_Juan_F._Medina"
"7163","JX402209",397881235,"Dengue_virus_1_strain_PR_DB091_2010_envelope_glycoprotein_gene_partial_cds","DENV_1",NA,"E",1485,"Puerto Rico",NA,2010,NA,18.220833,-66.590149,"APPROXIMATE","Puerto Rico",NA,NA,NA,NA,"C6_36_cells_Puerto_Rico_serum_2010_Juan_F._Medina"
"7164","JX402208",397881233,"Dengue_virus_1_strain_PR_DB090_2010_envelope_glycoprotein_gene_partial_cds","DENV_1",NA,"E",1485,"Puerto Rico",NA,2010,NA,18.220833,-66.590149,"APPROXIMATE","Puerto Rico",NA,NA,NA,NA,"C6_36_cells_Puerto_Rico_serum_2010_Juan_F._Medina"
"7165","JX402207",397881231,"Dengue_virus_1_strain_PR_DB089_2010_envelope_glycoprotein_gene_partial_cds","DENV_1",NA,"E",1485,"Puerto Rico",NA,2010,NA,18.220833,-66.590149,"APPROXIMATE","Puerto Rico",NA,NA,NA,NA,"C6_36_cells_Puerto_Rico_serum_2010_Juan_F._Medina"
"7166","EU076568",160863188,"Dengue_virus_type_3_isolate_D3_FGU_JUL_02_2001_polyprotein_gene_partial_cds","DENV_3",NA,"Polyprotein_Gene",452,"French Guiana",NA,NA,NA,3.933889,-53.125782,"APPROXIMATE","French Guiana",NA,NA,NA,NA,"French_Guiana"
"7167","EU076567",160863186,"Dengue_virus_type_3_isolate_D3_FGU_JUL_01_2001_polyprotein_gene_partial_cds","DENV_3",NA,"Polyprotein_Gene",439,"French Guiana",NA,NA,NA,3.933889,-53.125782,"APPROXIMATE","French Guiana",NA,NA,NA,NA,"French_Guiana"
"7168","EU076566",160863184,"Dengue_virus_type_3_isolate_D3_FGU_APRIL_2005_polyprotein_gene_partial_cds","DENV_3",NA,"Polyprotein_Gene",441,"French Guiana",NA,NA,NA,3.933889,-53.125782,"APPROXIMATE","French Guiana",NA,NA,NA,NA,"French_Guiana"
"7169","EU076565",160863182,"Dengue_virus_type_3_isolate_D3_FGU_MAR_2005_polyprotein_gene_partial_cds","DENV_3",NA,"Polyprotein_Gene",441,"French Guiana",NA,NA,NA,3.933889,-53.125782,"APPROXIMATE","French Guiana",NA,NA,NA,NA,"French_Guiana"
"7170","EU076564",160863180,"Dengue_virus_type_3_isolate_D3_FGU_MAY_2006_polyprotein_gene_partial_cds","DENV_3",NA,"Polyprotein_Gene",441,"French Guiana",NA,NA,NA,3.933889,-53.125782,"APPROXIMATE","French Guiana",NA,NA,NA,NA,"French_Guiana"
"7171","EU076563",160863178,"Dengue_virus_type_3_isolate_D3_FGU_MAR_02_2006_polyprotein_gene_partial_cds","DENV_3",NA,"Polyprotein_Gene",447,"French Guiana",NA,NA,NA,3.933889,-53.125782,"APPROXIMATE","French Guiana",NA,NA,NA,NA,"French_Guiana"
"7172","EU076562",160863176,"Dengue_virus_type_3_isolate_D3_FGU_MAR_01_2006_polyprotein_gene_partial_cds","DENV_3",NA,"Polyprotein_Gene",452,"French Guiana",NA,NA,NA,3.933889,-53.125782,"APPROXIMATE","French Guiana",NA,NA,NA,NA,"French_Guiana"
"7173","EU076561",160863174,"Dengue_virus_type_3_isolate_D3_FGU_MAR_2007_polyprotein_gene_partial_cds","DENV_3",NA,"Polyprotein_Gene",452,"French Guiana",NA,NA,NA,3.933889,-53.125782,"APPROXIMATE","French Guiana",NA,NA,NA,NA,"French_Guiana"
"7174","EU076560",160863172,"Dengue_virus_type_3_isolate_D3_FGU_JANV_2007_polyprotein_gene_partial_cds","DENV_3",NA,"Polyprotein_Gene",438,"French Guiana",NA,NA,NA,3.933889,-53.125782,"APPROXIMATE","French Guiana",NA,NA,NA,NA,"French_Guiana"
"7175","EU076553",160863159,"Dengue_virus_type_3_isolate_D3_FGU_JUL_03_2001_polyprotein_gene_partial_cds","DENV_3",NA,"Polyprotein_Gene",441,"French Guiana",NA,NA,NA,3.933889,-53.125782,"APPROXIMATE","French Guiana",NA,NA,NA,NA,"French_Guiana"
"7176","JN036395",386307287,"Dengue_virus_3_isolate_BDH202_06_DENV3_envelope_protein_gene_partial_cds","DENV_3",NA,"E",1479,"Bangladesh","Dhaka",2006,"Jul",23.684994,90.356331,"APPROXIMATE","Bangladesh",23.810332,90.4125181,"APPROXIMATE","Dhaka, Bangladesh","Bangladesh_Dhaka_blood_15_Jul_2006"
"7177","JN036394",386307285,"Dengue_virus_3_isolate_BDH191_06_DENV3_envelope_protein_gene_partial_cds","DENV_3",NA,"E",1479,"Bangladesh","Dhaka",2006,"Jul",23.684994,90.356331,"APPROXIMATE","Bangladesh",23.810332,90.4125181,"APPROXIMATE","Dhaka, Bangladesh","Bangladesh_Dhaka_blood_18_Jul_2006"
"7178","JN036393",386307283,"Dengue_virus_3_isolate_BDH148_06_DENV3_envelope_protein_gene_partial_cds","DENV_3",NA,"E",1479,"Bangladesh","Dhaka",2006,"Jul",23.684994,90.356331,"APPROXIMATE","Bangladesh",23.810332,90.4125181,"APPROXIMATE","Dhaka, Bangladesh","Bangladesh_Dhaka_blood_20_Jul_2006"
"7179","JN036392",386307281,"Dengue_virus_3_isolate_BDH113_06_DENV3_envelope_protein_gene_partial_cds","DENV_3",NA,"E",1479,"Bangladesh","Dhaka",2006,"Aug",23.684994,90.356331,"APPROXIMATE","Bangladesh",23.810332,90.4125181,"APPROXIMATE","Dhaka, Bangladesh","Bangladesh_Dhaka_blood_03_Aug_2006"
"7180","JN036391",386307279,"Dengue_virus_3_isolate_BDH88_06_DENV3_envelope_protein_gene_partial_cds","DENV_3",NA,"E",1479,"Bangladesh","Dhaka",2006,"Jul",23.684994,90.356331,"APPROXIMATE","Bangladesh",23.810332,90.4125181,"APPROXIMATE","Dhaka, Bangladesh","Bangladesh_Dhaka_blood_20_Jul_2006"
"7181","JN036390",386307277,"Dengue_virus_3_isolate_BDH75_06_DENV3_envelope_protein_gene_partial_cds","DENV_3",NA,"E",1479,"Bangladesh","Dhaka",2006,"Jul",23.684994,90.356331,"APPROXIMATE","Bangladesh",23.810332,90.4125181,"APPROXIMATE","Dhaka, Bangladesh","Bangladesh_Dhaka_blood_18_Jul_2006"
"7182","JN036389",386307275,"Dengue_virus_3_isolate_BDH66_06_DENV3_envelope_protein_gene_partial_cds","DENV_3",NA,"E",1479,"Bangladesh","Dhaka",2006,"Jul",23.684994,90.356331,"APPROXIMATE","Bangladesh",23.810332,90.4125181,"APPROXIMATE","Dhaka, Bangladesh","Bangladesh_Dhaka_blood_17_Jul_2006"
"7183","JN036388",386307273,"Dengue_virus_3_isolate_BDH59_06_DENV3_envelope_protein_gene_partial_cds","DENV_3",NA,"E",1479,"Bangladesh","Dhaka",2006,"Jul",23.684994,90.356331,"APPROXIMATE","Bangladesh",23.810332,90.4125181,"APPROXIMATE","Dhaka, Bangladesh","Bangladesh_Dhaka_blood_17_Jul_2006"
"7184","JN036387",386307271,"Dengue_virus_3_isolate_BDH41_06_DENV3_envelope_protein_gene_partial_cds","DENV_3",NA,"E",1479,"Bangladesh","Dhaka",2006,"Jul",23.684994,90.356331,"APPROXIMATE","Bangladesh",23.810332,90.4125181,"APPROXIMATE","Dhaka, Bangladesh","Bangladesh_Dhaka_blood_15_Jul_2006"
"7185","JN036386",386307269,"Dengue_virus_3_isolate_BDH140_07_DENV3_envelope_protein_gene_partial_cds","DENV_3",NA,"E",1479,"Bangladesh","Dhaka",2007,"Sep",23.684994,90.356331,"APPROXIMATE","Bangladesh",23.810332,90.4125181,"APPROXIMATE","Dhaka, Bangladesh","Bangladesh_Dhaka_blood_06_Sep_2007"
"7186","JN036385",386307267,"Dengue_virus_3_isolate_BDH136_07_DENV3_envelope_protein_gene_partial_cds","DENV_3",NA,"E",1479,"Bangladesh","Dhaka",2007,"Sep",23.684994,90.356331,"APPROXIMATE","Bangladesh",23.810332,90.4125181,"APPROXIMATE","Dhaka, Bangladesh","Bangladesh_Dhaka_blood_07_Sep_2007"
"7187","JN036384",386307265,"Dengue_virus_3_isolate_BDH72_08_DENV3_envelope_protein_gene_partial_cds","DENV_3",NA,"E",1479,"Bangladesh","Dhaka",2008,"Aug",23.684994,90.356331,"APPROXIMATE","Bangladesh",23.810332,90.4125181,"APPROXIMATE","Dhaka, Bangladesh","Bangladesh_Dhaka_blood_28_Aug_2008"
"7188","JN036383",386307263,"Dengue_virus_3_isolate_BDH67_08_DENV3_envelope_protein_gene_partial_cds","DENV_3",NA,"E",1479,"Bangladesh","Dhaka",2008,"Sep",23.684994,90.356331,"APPROXIMATE","Bangladesh",23.810332,90.4125181,"APPROXIMATE","Dhaka, Bangladesh","Bangladesh_Dhaka_blood_01_Sep_2008"
"7189","JN036382",386307261,"Dengue_virus_3_isolate_BDH62_08_DENV3_envelope_protein_gene_partial_cds","DENV_3",NA,"E",1479,"Bangladesh","Dhaka",2008,"Sep",23.684994,90.356331,"APPROXIMATE","Bangladesh",23.810332,90.4125181,"APPROXIMATE","Dhaka, Bangladesh","Bangladesh_Dhaka_blood_11_Sep_2008"
"7190","JN036381",386307259,"Dengue_virus_3_isolate_BDH12_09_DENV3_envelope_protein_gene_partial_cds","DENV_3",NA,"E",1479,"Bangladesh","Dhaka",2009,NA,23.684994,90.356331,"APPROXIMATE","Bangladesh",23.810332,90.4125181,"APPROXIMATE","Dhaka, Bangladesh","Bangladesh_Dhaka_blood_2009"
"7191","JN036380",386307257,"Dengue_virus_2_isolate_BDH83_06_DENV2_envelope_protein_gene_partial_cds","DENV_2",NA,"E",1485,"Bangladesh","Dhaka",2006,"Jul",23.684994,90.356331,"APPROXIMATE","Bangladesh",23.810332,90.4125181,"APPROXIMATE","Dhaka, Bangladesh","Bangladesh_Dhaka_blood_19_Jul_2006"
"7192","JN036379",386307255,"Dengue_virus_2_isolate_BDH21_06_DENV2_envelope_protein_gene_partial_cds","DENV_2",NA,"E",1485,"Bangladesh","Dhaka",2006,"Jul",23.684994,90.356331,"APPROXIMATE","Bangladesh",23.810332,90.4125181,"APPROXIMATE","Dhaka, Bangladesh","Bangladesh_Dhaka_blood_13_Jul_2006"
"7193","JN036378",386307253,"Dengue_virus_2_isolate_BDH127_07_DENV2_envelope_protein_gene_partial_cds","DENV_2",NA,"E",1485,"Bangladesh","Dhaka",2007,"Sep",23.684994,90.356331,"APPROXIMATE","Bangladesh",23.810332,90.4125181,"APPROXIMATE","Dhaka, Bangladesh","Bangladesh_Dhaka_blood_19_Sep_2007"
"7194","JN036377",386307251,"Dengue_virus_2_isolate_BDH86_08_DENV2_envelope_protein_gene_partial_cds","DENV_2",NA,"E",1485,"Bangladesh","Dhaka",2008,"Aug",23.684994,90.356331,"APPROXIMATE","Bangladesh",23.810332,90.4125181,"APPROXIMATE","Dhaka, Bangladesh","Bangladesh_Dhaka_blood_20_Aug_2008"
"7195","JN036376",386307249,"Dengue_virus_2_isolate_BDH64_08_DENV2_envelope_protein_gene_partial_cds","DENV_2",NA,"E",1485,"Bangladesh","Dhaka",2008,"Sep",23.684994,90.356331,"APPROXIMATE","Bangladesh",23.810332,90.4125181,"APPROXIMATE","Dhaka, Bangladesh","Bangladesh_Dhaka_blood_04_Sep_2008"
"7196","JN036375",386307247,"Dengue_virus_2_isolate_BDH54_08_DENV2_envelope_protein_gene_partial_cds","DENV_2",NA,"E",1485,"Bangladesh","Dhaka",2008,"Aug",23.684994,90.356331,"APPROXIMATE","Bangladesh",23.810332,90.4125181,"APPROXIMATE","Dhaka, Bangladesh","Bangladesh_Dhaka_blood_13_Aug_2008"
"7197","JN036374",386307245,"Dengue_virus_2_isolate_BDH29_09_DENV2_envelope_protein_gene_partial_cds","DENV_2",NA,"E",1485,"Bangladesh","Dhaka",2009,"Oct",23.684994,90.356331,"APPROXIMATE","Bangladesh",23.810332,90.4125181,"APPROXIMATE","Dhaka, Bangladesh","Bangladesh_Dhaka_blood_02_Oct_2009"
"7198","JN036373",386307243,"Dengue_virus_2_isolate_BDH17_09_DENV2_envelope_protein_gene_partial_cds","DENV_2",NA,"E",1485,"Bangladesh","Dhaka",2009,"Oct",23.684994,90.356331,"APPROXIMATE","Bangladesh",23.810332,90.4125181,"APPROXIMATE","Dhaka, Bangladesh","Bangladesh_Dhaka_blood_Oct_2009"
"7199","JN036372",386307241,"Dengue_virus_2_isolate_BDH16_09_DENV2_envelope_protein_gene_partial_cds","DENV_2",NA,"E",1485,"Bangladesh","Dhaka",2009,"Oct",23.684994,90.356331,"APPROXIMATE","Bangladesh",23.810332,90.4125181,"APPROXIMATE","Dhaka, Bangladesh","Bangladesh_Dhaka_blood_Oct_2009"
"7200","JN036371",386307239,"Dengue_virus_1_isolate_BDH8_09_DENV1_envelope_protein_gene_partial_cds","DENV_1",NA,"E",1485,"Bangladesh","Dhaka",2009,"Oct",23.684994,90.356331,"APPROXIMATE","Bangladesh",23.810332,90.4125181,"APPROXIMATE","Dhaka, Bangladesh","Bangladesh_Dhaka_blood_Oct_2009"
"7201","JQ950329",397134660,"Dengue_virus_4_strain_RP_BR_2012_507b_polyprotein_mRNA_partial_cds","DENV_4",NA,"Polyprotein_Gene",257,"Brazil",NA,2012,"Apr",-14.235004,-51.92528,"APPROXIMATE","Brazil",NA,NA,NA,NA,"Brazil_serum_05_Apr_2012"
"7202","JQ950328",397134658,"Dengue_virus_1_strain_RP_BR_2012_507a_polyprotein_mRNA_partial_cds","DENV_1",NA,"Polyprotein_Gene",365,"Brazil",NA,2012,"Apr",-14.235004,-51.92528,"APPROXIMATE","Brazil",NA,NA,NA,NA,"Brazil_serum_05_Apr_2012"
"7215","JX101615",396581548,"Dengue_virus_2_isolate_DENV_2_VN_09DX677_2011_envelope_protein_gene_partial_cds","DENV_2",NA,"E",1485,"Viet Nam",NA,2011,NA,14.058324,108.277199,"APPROXIMATE","Vietnam",NA,NA,NA,NA,"Viet_Nam_plasma_2011"
"7216","JX101614",396581546,"Dengue_virus_2_isolate_DENV_2_VN_09DX671_2011_envelope_protein_gene_partial_cds","DENV_2",NA,"E",1485,"Viet Nam",NA,2011,NA,14.058324,108.277199,"APPROXIMATE","Vietnam",NA,NA,NA,NA,"Viet_Nam_plasma_2011"
"7217","JX093724",396581544,"Dengue_virus_1_isolate_DENV_1_VN_09DX883_2011_envelope_protein_gene_partial_cds","DENV_1",NA,"E",1491,"Viet Nam",NA,2011,NA,14.058324,108.277199,"APPROXIMATE","Vietnam",NA,NA,NA,NA,"Viet_Nam_plasma_2011"
"7218","JX093723",396581542,"Dengue_virus_1_isolate_DENV_1_VN_09DX879_2011_envelope_protein_gene_partial_cds","DENV_1",NA,"E",1491,"Viet Nam",NA,2011,NA,14.058324,108.277199,"APPROXIMATE","Vietnam",NA,NA,NA,NA,"Viet_Nam_plasma_2011"
"7219","JX093722",396581540,"Dengue_virus_1_isolate_DENV_1_VN_09DX877_2011_envelope_protein_gene_partial_cds","DENV_1",NA,"E",1491,"Viet Nam",NA,2011,NA,14.058324,108.277199,"APPROXIMATE","Vietnam",NA,NA,NA,NA,"Viet_Nam_plasma_2011"
"7220","JX093721",396581538,"Dengue_virus_1_isolate_DENV_1_VN_09DX875_2011_envelope_protein_gene_partial_cds","DENV_1",NA,"E",1491,"Viet Nam",NA,2011,NA,14.058324,108.277199,"APPROXIMATE","Vietnam",NA,NA,NA,NA,"Viet_Nam_plasma_2011"
"7221","JX093720",396581536,"Dengue_virus_1_isolate_DENV_1_VN_09DX874_2011_envelope_protein_gene_partial_cds","DENV_1",NA,"E",1491,"Viet Nam",NA,2011,NA,14.058324,108.277199,"APPROXIMATE","Vietnam",NA,NA,NA,NA,"Viet_Nam_plasma_2011"
"7222","JX093719",396581534,"Dengue_virus_1_isolate_DENV_1_VN_09DX872_2011_envelope_protein_gene_partial_cds","DENV_1",NA,"E",1491,"Viet Nam",NA,2011,NA,14.058324,108.277199,"APPROXIMATE","Vietnam",NA,NA,NA,NA,"Viet_Nam_plasma_2011"
"7223","JX093718",396581532,"Dengue_virus_1_isolate_DENV_1_VN_09DX865_2011_envelope_protein_gene_partial_cds","DENV_1",NA,"E",1491,"Viet Nam",NA,2011,NA,14.058324,108.277199,"APPROXIMATE","Vietnam",NA,NA,NA,NA,"Viet_Nam_plasma_2011"
"7224","JX093717",396581530,"Dengue_virus_1_isolate_DENV_1_VN_09DX859_2011_envelope_protein_gene_partial_cds","DENV_1",NA,"E",1491,"Viet Nam",NA,2011,NA,14.058324,108.277199,"APPROXIMATE","Vietnam",NA,NA,NA,NA,"Viet_Nam_plasma_2011"
"7225","JX093716",396581528,"Dengue_virus_1_isolate_DENV_1_VN_09DX857_2011_envelope_protein_gene_partial_cds","DENV_1",NA,"E",1491,"Viet Nam",NA,2011,NA,14.058324,108.277199,"APPROXIMATE","Vietnam",NA,NA,NA,NA,"Viet_Nam_plasma_2011"
"7226","JX093715",396581526,"Dengue_virus_1_isolate_DENV_1_VN_09DX855_2011_envelope_protein_gene_partial_cds","DENV_1",NA,"E",1491,"Viet Nam",NA,2011,NA,14.058324,108.277199,"APPROXIMATE","Vietnam",NA,NA,NA,NA,"Viet_Nam_plasma_2011"
"7227","JX093714",396581524,"Dengue_virus_1_isolate_DENV_1_VN_09DX852_2011_envelope_protein_gene_partial_cds","DENV_1",NA,"E",1491,"Viet Nam",NA,2011,NA,14.058324,108.277199,"APPROXIMATE","Vietnam",NA,NA,NA,NA,"Viet_Nam_plasma_2011"
"7228","JX093713",396581522,"Dengue_virus_1_isolate_DENV_1_VN_09DX850_2011_envelope_protein_gene_partial_cds","DENV_1",NA,"E",1491,"Viet Nam",NA,2011,NA,14.058324,108.277199,"APPROXIMATE","Vietnam",NA,NA,NA,NA,"Viet_Nam_plasma_2011"
"7229","JX093712",396581520,"Dengue_virus_1_isolate_DENV_1_VN_09DX849_2011_envelope_protein_gene_partial_cds","DENV_1",NA,"E",1491,"Viet Nam",NA,2011,NA,14.058324,108.277199,"APPROXIMATE","Vietnam",NA,NA,NA,NA,"Viet_Nam_plasma_2011"
"7230","JX093711",396581518,"Dengue_virus_1_isolate_DENV_1_VN_09DX846_2011_envelope_protein_gene_partial_cds","DENV_1",NA,"E",1491,"Viet Nam",NA,2011,NA,14.058324,108.277199,"APPROXIMATE","Vietnam",NA,NA,NA,NA,"Viet_Nam_plasma_2011"
"7231","JX093710",396581516,"Dengue_virus_1_isolate_DENV_1_VN_09DX845_2011_envelope_protein_gene_partial_cds","DENV_1",NA,"E",1491,"Viet Nam",NA,2011,NA,14.058324,108.277199,"APPROXIMATE","Vietnam",NA,NA,NA,NA,"Viet_Nam_plasma_2011"
